Rank order,Type,Frequency
3098,crucial,1
3099,drinks,1
3100,faith,1
3101,meyerhoff,1
3102,remark,1
3103,uber,1
3104,strive,1
3105,rearing,1
3106,didn,1
3107,selective,1
3108,synoecism-his,1
3109,regimens,1
3110,diminish,1
3111,surpass,1
3112,administrative,1
3113,visit,1
3114,fulfillment,1
3115,inhabitants,1
3116,parent,1
3117,dign,1
3118,voted,1
3119,fin,1
3120,b-,1
3121,consigning,1
3122,fit,1
3123,skins,1
3124,analyzing,1
3125,platonism,1
3126,neglect,1
3127,ac,1
3128,grow,1
3129,shrink,1
3130,posterior,1
3131,c-,1
3132,panic,1
3133,ar,1
3134,interpretation,1
3135,itnow,1
3136,plato',1
3137,empire's,1
3138,accusing,1
3139,sudden,1
3140,gluing,1
3141,hating,1
3142,charge,1
3143,backward-looking,1
3144,magna,1
3145,co,1
3146,platon,1
3147,seemly,1
3148,freely,1
3149,acquisitions,1
3150,clarify,1
3151,congenial,1
3152,arterial,1
3153,excessively,1
3154,thinness,1
3155,meaningful,1
3156,familial,1
3157,exclude,1
3158,expelled,1
3159,precedes,1
3160,en,1
3161,confrontation,1
3162,knife,1
3163,piece,1
3164,aspasia',1
3165,wiles,1
3166,garb,1
3167,carry,1
3168,necessity,1
3169,burden,1
3170,random,1
3171,isthmus,1
3172,eudemus,1
3173,confirms,1
3174,proverb,1
3175,prosperity,1
3176,reporting,1
3177,recalled,1
3178,vi.l.,1
3179,b.c.-during,1
3180,gate,1
3181,hellenic,1
3182,significantly,1
3183,withdraw,1
3184,chamber.,1
3185,placed,1
3186,public-spirited,1
3187,welfare,1
3188,hippokrates,1
3189,nurturing,1
3190,contemplate,1
3191,burnt,1
3192,burns,1
3193,encouraging,1
3194,maturity,1
3195,townsmen,1
3196,kegan,1
3197,carne,1
3198,announce,1
3199,lively,1
3200,connon,1
3201,supplement,1
3202,liddell,1
3203,viii.ss.,1
3204,continuing,1
3205,xenophon's,1
3206,perceivedto,1
3207,recovering,1
3208,unfelt,1
3209,jr,1
3210,majestic,1
3211,gibberish,1
3212,eventually,1
3213,extraordinarily,1
3214,dire,1
3215,customary,1
3216,delight,1
3217,kl,1
3218,orat,1
3219,proliferation,1
3220,knew,1
3221,ofa,1
3222,clearing,1
3223,knee,1
3224,contended,1
3225,troublesome,1
3226,seriousness,1
3227,fun,1
3228,accomplishment,1
3229,mattered,1
3230,apragmona,1
3231,edge,1
3232,limit,1
3233,dominating,1
3234,turmoil,1
3235,confronted,1
3236,flowing,1
3237,appetites,1
3238,amazon,1
3239,aristophanes',1
3240,dream,1
3241,squander,1
3242,immortality,1
3243,abundantly,1
3244,earthenware,1
3245,careful,1
3246,panic-stricken,1
3247,head,1
3248,preparations,1
3249,elders,1
3250,erysipelas,1
3251,thermopylae,1
3252,imported,1
3253,deboer,1
3254,rarefaction,1
3255,occupied,1
3256,rescue,1
3257,recover,1
3258,determine,1
3259,considerably,1
3260,cousin,1
3261,pa,1
3262,memorials,1
3263,connus,1
3264,arginusae,1
3265,greeks',1
3266,ps,1
3267,falsehood,1
3268,courtesan,1
3269,stretching,1
3270,walsh,1
3271,mytilene,1
3272,exercises,1
3273,clever,1
3274,l-in,1
3275,true-we,1
3276,recent,1
3277,aguileia,1
3278,breaking,1
3279,aphiesthai,1
3280,rd,1
3281,concepts,1
3282,wander,1
3283,singular,1
3284,madrid,1
3285,executed,1
3286,axioms,1
3287,variety,1
3288,george,1
3289,whomever's,1
3290,apart,1
3291,souls,1
3292,speculate,1
3293,heed,1
3294,flower,1
3295,dialogues,1
3296,puls,1
3297,closed,1
3298,flowed,1
3299,belknap,1
3300,remarkably,1
3301,austerely,1
3302,ruler,1
3303,trustworthiness,1
3304,ruled,1
3305,embracing,1
3306,capturing,1
3307,satisfactory,1
3308,hides,1
3309,waters,1
3310,authoritative,1
3311,usual,1
3312,v-lxii,1
3313,unencumbered,1
3314,suppose,1
3315,ve,1
3316,remarkable,1
3317,emendation,1
3318,solve,1
3319,diodes',1
3320,support,1
3321,divinely,1
3322,consoling,1
3323,changes,1
3324,expects,1
3325,deceits,1
3326,formulations,1
3327,heir,1
3328,unknowable,1
3329,emphasize,1
3330,spells,1
3331,lieu,1
3332,heaven-sent,1
3333,puzzlement,1
3334,previous,1
3335,wide,1
3336,strictly-enforced,1
3337,type,1
3338,troops,1
3339,pupil,1
3340,therapeutic,1
3341,meddler,1
3342,seized,1
3343,comp,1
3344,swearing,1
3345,comm,1
3346,d.l.,1
3347,oaths,1
3348,conclude,1
3349,profitable,1
3350,fissile,1
3351,leather,1
3352,insight,1
3353,readings,1
3354,examples,1
3355,instrumental,1
3356,cooling,1
3357,praying,1
3358,reedited,1
3359,vainglory,1
3360,surrounded,1
3361,south,1
3362,north,1
3363,neglectful,1
3364,sensibly,1
3365,capacity,1
3366,gen,1
3367,continues,1
3368,them-and,1
3369,precise,1
3370,sensible,1
3371,antitheoretical,1
3372,yielding,1
3373,cool,1
3374,depth,1
3375,prone,1
3376,reminders,1
3377,overpowering,1
3378,addresses,1
3379,reveal,1
3380,courageously,1
3381,basileus,1
3382,comedians,1
3383,create,1
3384,erudition,1
3385,curious,1
3386,transliterate,1
3387,stranded,1
3388,magistracy,1
3389,purposes,1
3390,jejunum,1
3391,send,1
3392,judges,1
3393,expenses,1
3394,snake,1
3395,you',1
3396,intends,1
3397,thesame,1
3398,regimes,1
3399,considers,1
3400,aims,1
3401,andragathia,1
3402,groups,1
3403,allowing,1
3404,intent,1
3405,factors,1
3406,contrasting,1
3407,repletion,1
3408,narration,1
3409,assured,1
3410,swollen,1
3411,plagued,1
3412,numerous,1
3413,govern,1
3414,cnidos,1
3415,soldiers',1
3416,begins,1
3417,protected,1
3418,framed,1
3419,philology,1
3420,calculate,1
3421,audience,1
3422,everlasting,1
3423,amazons,1
3424,possess,1
3425,volunteers,1
3426,antalcidas,1
3427,innovations,1
3428,seizing,1
3429,recognizes,1
3430,enlightened,1
3431,wine,1
3432,arrives,1
3433,sights,1
3434,rejecting,1
3435,airs,1
3436,obedient,1
3437,achieve,1
3438,ahead,1
3439,mastery,1
3440,allying,1
3441,extemporization,1
3442,hardships,1
3443,caretaker,1
3444,sets,1
3445,combines,1
3446,faculties,1
3447,faced,1
3448,ruined,1
3449,veins,1
3450,governs,1
3451,acquired-whether,1
3452,discuss,1
3453,analogistic,1
3454,now-an,1
3455,deadly,1
3456,belonging,1
3457,exceed,1
3458,enlarge,1
3459,lacy,1
3460,over-boldness,1
3461,claudius,1
3462,inquires,1
3463,epainon,1
3464,proximate,1
3465,andres,1
3466,strange,1
3467,rivals,1
3468,ventures,1
3469,circumstance,1
3470,aren,1
3471,acharnians,1
3472,unnaturally,1
3473,relieving,1
3474,wisdom,1
3475,fatal,1
3476,producing,1
3477,cambyses,1
3478,marginal,1
3479,reputed,1
3480,departed,1
3481,peak,1
3482,armistice,1
3483,ethos,1
3484,hopeless,1
3485,monuments,1
3486,inception,1
3487,crowning,1
3488,concise,1
3489,borrows,1
3490,write,1
3491,ceased,1
3492,musical,1
3493,underlying,1
3494,boeotian,1
3495,confirmation,1
3496,heaven,1
3497,jointly,1
3498,gynecology,1
3499,harshly,1
3500,reclaiming,1
3501,arrogance,1
3502,analyze,1
3503,despair,1
3504,favorably,1
3505,philosophize,1
3506,larger,1
3507,ulceration,1
3508,remembers,1
3509,costly,1
3510,heregarded,1
3511,violence,1
3512,gilbert,1
3513,reproduced,1
3514,xxi,1
3515,shaming,1
3516,pivotal,1
3517,messenger,1
3518,reign,1
3519,stricken,1
3520,wake,1
3521,verbs,1
3522,a.j.,1
3523,megara,1
3524,reexamining,1
3525,danaus,1
3526,terror,1
3527,dispense,1
3528,earth-in,1
3529,strengthened,1
3530,instilled,1
3531,guaranteed,1
3532,admonishes,1
3533,arms,1
3534,assimilating,1
3535,policies,1
3536,manifestly,1
3537,grievous,1
3538,wailing,1
3539,intended,1
3540,design,1
3541,explanations,1
3542,victim,1
3543,follower,1
3544,performing,1
3545,euphemism,1
3546,encyclopedic,1
3547,conduct,1
3548,obey,1
3549,a-c,1
3550,a-b,1
3551,wall,1
3552,ardently,1
3553,clauses,1
3554,proscribe,1
3555,decay,1
3556,incidental,1
3557,generalized,1
3558,liberty,1
3559,lawrence,1
3560,raiding,1
3561,welcome,1
3562,abundant,1
3563,vols,1
3564,demonstration,1
3565,offend,1
3566,greek-english,1
3567,agathoi,1
3568,indicative,1
3569,prize,1
3570,accident,1
3571,plausibilityand,1
3572,cleon,1
3573,pointless,1
3574,routledge,1
3575,beating,1
3576,uncritical,1
3577,philosophenai,1
3578,entrust,1
3579,standing,1
3580,philosophie,1
3581,temkin,1
3582,antagonism,1
3583,unknowingly,1
3584,waged,1
3585,tenedos,1
3586,guided,1
3587,andrachne,1
3588,preserved,1
3589,basically,1
3590,zealous-first,1
3591,pre,1
3592,perish,1
3593,definite,1
3594,laertius,1
3595,graecorum,1
3596,preserves,1
3597,pro,1
3598,intrinsic,1
3599,secrets,1
3600,allegedly,1
3601,sophocles',1
3602,guilty,1
3603,exaggerated,1
3604,playing,1
3605,suffice.but.,1
3606,asking,1
3607,thicken,1
3608,impossible,1
3609,tocriticize,1
3610,yesterday,1
3611,venomous,1
3612,prudent,1
3613,assembled,1
3614,steady,1
3615,canons,1
3616,evaluations,1
3617,autes,1
3618,yes,1
3619,contentious,1
3620,generic,1
3621,enemy's,1
3622,initially,1
3623,philosophe,1
3624,them-,1
3625,aroused,1
3626,notorious,1
3627,continually,1
3628,disaffected,1
3629,options,1
3630,grows,1
3631,conclusions,1
3632,heritage,1
3633,bowels,1
3634,kansas,1
3635,contemporaneously,1
3636,sophocles,1
3637,slaved,1
3638,pungent,1
3639,perfunctory,1
3640,ethiopia,1
3641,customarily,1
3642,fearlessly,1
3643,stifling,1
3644,emphasizes,1
3645,merits,1
3646,praxagoras,1
3647,linguistic,1
3648,mindarus,1
3649,theme,1
3650,attest,1
3651,lexicon,1
3652,henceforth,1
3653,desire,1
3654,unintelligible,1
3655,suffers,1
3656,a.w.,1
3657,unfortunately,1
3658,disgrace,1
3659,reverse,1
3660,phrynicus,1
3661,astringents,1
3662,foster,1
3663,organized,1
3664,lamenting,1
3665,travel,1
3666,facility,1
3667,waging,1
3668,incidence,1
3669,replace,1
3670,transitions,1
3671,wondering,1
3672,temptations,1
3673,hit,1
3674,companions,1
3675,answering,1
3676,emphasis,1
3677,funds,1
3678,prescribe,1
3679,connotes,1
3680,logically,1
3681,tree,1
3682,phil.-hist,1
3683,extrapolate,1
3684,counteract,1
3685,forearm,1
3686,three-cornered,1
3687,noteasy,1
3688,belonged,1
3689,arbitrarily,1
3690,saythat,1
3691,values,1
3692,galenausgabe,1
3693,drunkenness,1
3694,textbooks,1
3695,straightforwardly,1
3696,september,1
3697,attachment,1
3698,uphold,1
3699,nicon,1
3700,eternity,1
3701,restore,1
3702,eighth,1
3703,encounter,1
3704,governing,1
3705,nomos,1
3706,glad,1
3707,suggestions,1
3708,unforeseen,1
3709,easiness,1
3710,safer,1
3711,ingredientibus,1
3712,rectitude,1
3713,advance,1
3714,aristophanes,1
3715,sinewy,1
3716,diverse,1
3717,nachr,1
3718,seamless,1
3719,akragas,1
3720,delighted,1
3721,active,1
3722,july,1
3723,fleshy,1
3724,venture,1
3725,enthusiasm,1
3726,deals,1
3727,anaxagoras,1
3728,characteristic,1
3729,lettres,1
3730,hearing,1
3731,committing,1
3732,endeavors,1
3733,stepmother,1
3734,march,1
3735,appeals,1
3736,june,1
3737,series,1
3738,restored,1
3739,besting,1
3740,passions,1
3741,dispatch,1
3742,prior,1
3743,blockade,1
3744,presupposed,1
3745,apuleius,1
3746,train,1
3747,richard,1
3748,phaedo,1
3749,commonly,1
3750,thrace,1
3751,count,1
3752,gymnastic,1
3753,granting,1
3754,blame,1
3755,relatively,1
3756,boasting,1
3757,carrying,1
3758,deceives,1
3759,oligarchies-are,1
3760,alcmaeon,1
3761,subtleties,1
3762,partisans,1
3763,passed,1
3764,grants,1
3765,hometown,1
3766,remembering,1
3767,tame,1
3768,material,1
3769,approximately,1
3770,encouragement,1
3771,peculiar,1
3772,rites,1
3773,fortunes,1
3774,collaborate,1
3775,superficial,1
3776,themistocles,1
3777,surpasses,1
3778,assertions,1
3779,macmillan,1
3780,men-,1
3781,heavy,1
3782,altered,1
3783,accompanied,1
3784,reached,1
3785,kindunoi,1
3786,clients,1
3787,inference,1
3788,snakes,1
3789,pergamon,1
3790,topica,1
3791,one-sided,1
3792,i.ls.,1
3793,bent,1
3794,pyrrhic,1
3795,attackers,1
3796,observable,1
3797,practically,1
3798,sophist,1
3799,envious,1
3800,accredited,1
3801,distancing,1
3802,rarefied,1
3803,solution,1
3804,backward,1
3805,citizen,1
3806,accepts,1
3807,pleasant,1
3808,drove,1
3809,relaxing,1
3810,seriously,1
3811,fill,1
3812,experiences,1
3813,hears,1
3814,heart,1
3815,galenforschung,1
3816,convenient,1
3817,strengths,1
3818,monograph,1
3819,bequeathed,1
3820,tactics,1
3821,b-c,1
3822,harvard,1
3823,belong,1
3824,cadmeians,1
3825,transgression,1
3826,borders,1
3827,predate,1
3828,leadership,1
3829,nouns,1
3830,experienced,1
3831,ancestors',1
3832,entreating,1
3833,acropolis,1
3834,pretended,1
3835,outflows,1
3836,underlie,1
3837,aphrodisias,1
3838,attraction,1
3839,uncontaminated,1
3840,writes,1
3841,coming,1
3842,profess,1
3843,originality,1
3844,understandably,1
3845,dissolved,1
3846,pleurisy,1
3847,intention,1
3848,pointed,1
3849,symptom,1
3850,thereby,1
3851,religious,1
3852,suppl,1
3853,respectable,1
3854,vomit,1
3855,deliberation,1
3856,poppo,1
3857,genitive,1
3858,honour,1
3859,rebellion,1
3860,reaction,1
3861,lysander,1
3862,weary,1
3863,valor,1
3864,dioscurides,1
3865,simon,1
3866,abandon,1
3867,afraid,1
3868,habitual,1
3869,treacherously,1
3870,incomprhension,1
3871,mainly,1
3872,second-best,1
3873,beseech,1
3874,hesitated,1
3875,beforehand,1
3876,observational,1
3877,admirable,1
3878,please,1
3879,fits,1
3880,elected,1
3881,polus',1
3882,channels,1
3883,rewards,1
3884,soothing,1
3885,vi-vii,1
3886,derivative,1
3887,damaging,1
3888,causal,1
3889,pelops,1
3890,speaker's,1
3891,well-reputed,1
3892,madness,1
3893,decreed,1
3894,reggio,1
3895,artificial,1
3896,important-exceptions,1
3897,professed,1
3898,valla,1
3899,indiana,1
3900,equestrian,1
3901,discussions,1
3902,erupted,1
3903,instill,1
3904,consist,1
3905,aphrodisias',1
3906,games,1
3907,amphipolis,1
3908,dependent,1
3909,phenomenal,1
3910,profession,1
3911,deplore,1
3912,gums,1
3913,briefly,1
3914,besieged,1
3915,risked,1
3916,fail,1
3917,versions,1
3918,donini,1
3919,theodas,1
3920,ascertained,1
3921,narrated,1
3922,distress,1
3923,remnant,1
3924,regions,1
3925,philinus,1
3926,seize,1
3927,meager,1
3928,collective,1
3929,andros,1
3930,relevant',1
3931,wherever,1
3932,establishes,1
3933,sympathize,1
3934,innate,1
3935,liquid,1
3936,damaged,1
3937,forgot,1
3938,comme,1
3939,prefer,1
3940,roman,1
3941,ascribe,1
3942,appealed,1
3943,minority,1
3944,conspiracy,1
3945,genomenoi,1
3946,klaudios,1
3947,misled,1
3948,theophrastus,1
3949,garcia,1
3950,fostered,1
3951,rejection,1
3952,healed,1
3953,covered,1
3954,arrival,1
3955,willing-the,1
3956,advice,1
3957,statements,1
3958,bestow,1
3959,holding,1
3960,trace,1
3961,liberality,1
3962,listening,1
3963,tinged,1
3964,enforced,1
3965,repay,1
3966,expensive,1
3967,worthless,1
3968,transports,1
3969,performance,1
3970,garrison,1
3971,conferred,1
3972,derivation,1
3973,vague,1
3974,fare,1
3975,objects,1
3976,unrest,1
3977,it-unmethodical,1
3978,building,1
3979,quintilian,1
3980,sorts,1
3981,definitions,1
3982,terrain,1
3983,ashamed,1
3984,commodus,1
3985,virtually,1
3986,raw,1
3987,tolma,1
3988,warming,1
3989,artful,1
3990,endure,1
3991,firmly,1
3992,criterion,1
3993,pore,1
3994,successors,1
3995,uncertainty,1
3996,blamed,1
3997,sicker,1
3998,scott,1
3999,close,1
4000,linked,1
4001,grieving,1
4002,abh,1
4003,fanciful,1
4004,sharpening,1
4005,way-such,1
4006,congestion,1
4007,persuasive,1
4008,arrayed,1
4009,demise,1
4010,laxative,1
4011,ill-fated,1
4012,act,1
4013,post,1
4014,negligence,1
4015,died-into,1
4016,zur,1
4017,gorgianic,1
4018,escapes,1
4019,assistants,1
4020,constructive,1
4021,pharmacy,1
4022,exchange,1
4023,soranus's,1
4024,joining,1
4025,artemisium,1
4026,nurtures,1
4027,athenaeus,1
4028,incapable,1
4029,ivl,1
4030,identify,1
4031,citizenship,1
4032,message,1
4033,aft,1
4034,steadfast,1
4035,aesthetic,1
4036,smaller,1
4037,overlooked,1
4038,laodicea,1
4039,property,1
4040,cornered,1
4041,duty-the,1
4042,busying,1
4043,volumes,1
4044,distributed,1
4045,oratorical,1
4046,likelihood,1
4047,spot,1
4048,mesentery,1
4049,partial,1
4050,hypotheses,1
4051,extravagant,1
4052,firstly,1
4053,lancing,1
4054,sacred,1
4055,filled,1
4056,meantime,1
4057,odes,1
4058,tended,1
4059,erasistrateans,1
4060,powerful,1
4061,c-d,1
4062,workings,1
4063,shed,1
4064,infamous,1
4065,impressed,1
4066,modifies,1
4067,theseus',1
4068,points,1
4069,rear,1
4070,generalizations,1
4071,well-educated,1
4072,maintained,1
4073,complement,1
4074,border,1
4075,separable,1
4076,conducted,1
4077,applicable,1
4078,prompted,1
4079,maintaining,1
4080,differed,1
4081,contemporary,1
4082,alan,1
4083,substantive,1
4084,subfiguratio,1
4085,coupled,1
4086,hildesheim,1
4087,prayers,1
4088,lesion,1
4089,doctor's,1
4090,interfering,1
4091,lamented,1
4092,weakness,1
4093,cleverness,1
4094,postulates,1
4095,today,1
4096,universal,1
4097,commented,1
4098,ann,1
4099,abroad,1
4100,undermine,1
4101,deliberately,1
4102,moraux,1
4103,unnecessary,1
4104,skepticism,1
4105,formulated,1
4106,suggested,1
4107,caring,1
4108,application,1
4109,c.e.,1
4110,formally,1
4111,accurate,1
4112,severed,1
4113,socialthreat,1
4114,thracia,1
4115,prosecution,1
4116,anywhere,1
4117,annual,1
4118,jar,1
4119,gentle,1
4120,greeks-argives,1
4121,resort,1
4122,inferring,1
4123,margin,1
4124,scripta,1
4125,reconciled,1
4126,aristotelian,1
4127,pregnancy,1
4128,sweated,1
4129,refine,1
4130,subst,1
4131,man's,1
4132,completed,1
4133,fugitives,1
4134,rings,1
4135,kotylai,1
4136,gently,1
4137,completes,1
4138,herophilus',1
4139,imitating,1
4140,annually,1
4141,increased,1
4142,hymn,1
4143,inspiring,1
4144,diversity,1
4145,fruits,1
4146,varying,1
4147,grace,1
4148,captive,1
4149,broader,1
4150,thebest,1
4151,broken,1
4152,strenuously,1
4153,deteriorated,1
4154,peloponnesus,1
4155,excellently,1
4156,fitted,1
4157,speculative,1
4158,relations,1
4159,ephiesthai,1
4160,barbarian-hating,1
4161,individuals,1
4162,oftruth,1
4163,neighbors,1
4164,warriors,1
4165,recollection,1
4166,unbalanced,1
4167,results,1
4168,recurrent,1
4169,correctness,1
4170,egregious,1
4171,admiral,1
4172,xanthippus,1
4173,overlooking,1
4174,agitation,1
4175,watched,1
4176,overlap,1
4177,everywhere,1
4178,gladly,1
4179,parties,1
4180,mourn,1
4181,leaving,1
4182,nominative,1
4183,reflections,1
4184,augmented,1
4185,emigrating,1
4186,situated,1
4187,nicolaus,1
4188,resting,1
4189,discourse,1
4190,radically,1
4191,thirdly,1
4192,assuming,1
4193,duty,1
4194,hastening,1
4195,leader,1
4196,judiciously,1
4197,usage,1
4198,transmitted,1
4199,severely,1
4200,autochthonous,1
4201,generation,1
4202,crises,1
4203,subduing,1
4204,undefeated,1
4205,eighteen,1
4206,ophthalmia,1
4207,unification,1
4208,another's,1
4209,omen,1
4210,failing,1
4211,flesh,1
4212,haase,1
4213,grief-and,1
4214,purely,1
4215,damage,1
4216,guard,1
4217,cures,1
4218,pressing,1
4219,caus,1
4220,scold,1
4221,focussed,1
4222,criticized,1
4223,demon,1
4224,brock,1
4225,morb,1
4226,reliance,1
4227,display,1
4228,distressing,1
4229,inaccurate,1
4230,inveniendi,1
4231,cured,1
4232,sifted,1
4233,rhamnusia,1
4234,reluctantly,1
4235,broadly,1
4236,leontinians,1
4237,spontaneously,1
4238,membrane,1
4239,venerated,1
4240,minded,1
4241,theempiricists,1
4242,amicably,1
4243,outstrips,1
4244,connections,1
4245,episodes,1
4246,negotiate,1
4247,crisis,1
4248,forgiven,1
4249,temporarily,1
4250,aspasia's,1
4251,misguided,1
4252,transfer,1
4253,unclarity,1
4254,gottlieb,1
4255,largest,1
4256,ascertain,1
4257,contentivis,1
4258,proliferated,1
4259,translators,1
4260,joy,1
4261,reevaluated,1
4262,iv.l,1
4263,profit,1
4264,original,1
4265,resp,1
4266,plataea-although,1
4267,gets,1
4268,spread,1
4269,theconsiderable,1
4270,equivalent,1
4271,extemporary,1
4272,nachdruck,1
4273,stripped,1
4274,assemblage,1
4275,completing,1
4276,plague,1
4277,canon,1
4278,campaigns,1
4279,bay,1
4280,polemos,1
4281,gaining,1
4282,violated,1
4283,soaked,1
4284,adequately,1
4285,wrongly,1
4286,and-as,1
4287,accurately,1
4288,alum,1
4289,indigestions,1
4290,disrepute,1
4291,jones,1
4292,hesitation,1
4293,abuse,1
4294,homeland,1
4295,civic,1
4296,proves,1
4297,servant,1
4298,discouraging,1
4299,civil,1
4300,subsequent,1
4301,wheat,1
4302,embodiment,1
4303,compared,1
4304,completion,1
4305,founder,1
4306,entered,1
4307,barnes,1
4308,diagnose,1
4309,deposited,1
4310,boulesterion,1
4311,sympathizers,1
4312,xenocrates,1
4313,sophisms,1
4314,wavering,1
4315,defenses,1
4316,searched,1
4317,analogisms,1
4318,practice',1
4319,helps,1
4320,debt,1
4321,party,1
4322,duties,1
4323,deem,1
4324,exhibits,1
4325,wronged,1
4326,signs,1
4327,related,1
4328,legendary,1
4329,captured,1
4330,pardoned,1
4331,harper,1
4332,directed,1
4333,practical,1
4334,deductive,1
4335,resents,1
4336,wreath,1
4337,retained,1
4338,realm,1
4339,fresh,1
4340,modes,1
4341,invoke,1
4342,sick,1
4343,bit,1
4344,slaughter,1
4345,thanks,1
4346,enjoins,1
4347,model,1
4348,tasks,1
4349,vain,1
4350,tomorrow,1
4351,drink,1
4352,attracted,1
4353,paragraph,1
4354,preferring,1
4355,proportion,1
4356,composed,1
4357,parva,1
4358,prejudice,1
4359,embarked,1
4360,guardian,1
4361,composing,1
4362,resisted,1
4363,unsound,1
4364,mycenae,1
4365,creator,1
4366,thorn,1
4367,determined-and,1
4368,implementing,1
4369,recounts,1
4370,fluency,1
4371,indirectly,1
4372,joke,1
4373,hide,1
4374,suspicions,1
4375,analogistical,1
4376,theirs,1
4377,pythagoras,1
4378,expresses,1
4379,patrimonial,1
4380,office,1
4381,anger,1
4382,perilous,1
4383,publication,1
4384,emperors,1
4385,administered,1
4386,politeia,1
4387,appropriateness,1
4388,gladiators,1
4389,constricting,1
4390,tense,1
4391,errors,1
4392,xxxv,1
4393,sheridan,1
4394,hostility,1
4395,il.is.,1
4396,total,1
4397,countrymen,1
4398,savage,1
4399,syracuse,1
4400,highly,1
4401,boethius,1
4402,medication,1
4403,philokalhlai,1
4404,coloured,1
4405,acknowledge,1
4406,ameliorate,1
4407,athenian-led,1
4408,quarrel,1
4409,essentially,1
4410,hereditary,1
4411,inflict,1
4412,worthwhile,1
4413,stumble,1
4414,counts,1
4415,upper,1
4416,stood,1
4417,dwelling,1
4418,somewhere,1
4419,endear,1
4420,supposing,1
4421,publishing,1
4422,karl,1
4423,closely,1
4424,pliny,1
4425,mission,1
4426,overthrew,1
4427,appreciated,1
4428,affront,1
4429,wellcome,1
4430,primitive,1
4431,overcome,1
4432,grounded,1
4433,flares,1
4434,neighboring,1
4435,galenos,1
4436,eklogizesthai,1
4437,unreal,1
4438,preferred,1
4439,bewitch,1
4440,situations,1
4441,stopped,1
4442,storm,1
4443,orator,1
4444,threatened,1
4445,prided,1
4446,quell,1
4447,confirm,1
4448,revelation,1
4449,wished,1
4450,available,1
4451,frequency,1
4452,galenus,1
4453,instantly,1
4454,excesses,1
4455,syracusians,1
4456,generate,1
4457,greatness,1
4458,braids,1
4459,deficiencies,1
4460,glaucias,1
4461,inquiries,1
4462,sing,1
4463,uninformed,1
4464,apolog,1
4465,prisoners,1
4466,monument,1
4467,kin,1
4468,herpes,1
4469,collects,1
4470,mortal,1
4471,commemorate,1
4472,ionians,1
4473,nights,1
4474,docked,1
4475,comparative,1
4476,lightly,1
4477,unjustly,1
4478,upbringing,1
4479,positively,1
4480,rulers,1
4481,tendto,1
4482,sight,1
4483,teeth,1
4484,nobody,1
4485,longtime,1
4486,densification,1
4487,arising,1
4488,comprehension,1
4489,verus,1
4490,concatenation,1
4491,bloodlettings,1
4492,acquainted,1
4493,verve,1
4494,unwillingly,1
4495,sophistical,1
4496,perceptible,1
4497,wear,1
4498,distressed,1
4499,sectis,1
4500,variously,1
4501,lawless,1
4502,firmer,1
4503,elements,1
4504,filosofici,1
4505,resembles,1
4506,orphanhood,1
4507,loraux,1
4508,unofficially,1
4509,anonymus,1
4510,schofield,1
4511,retaliating,1
4512,deciding,1
4513,substantiate,1
4514,surprisingly,1
4515,conspicuous,1
4516,natures,1
4517,indirect,1
4518,accepted,1
4519,excitement,1
4520,regards,1
4521,testimony,1
4522,destined,1
4523,oenophyta,1
4524,sail,1
4525,instances,1
4526,distinct,1
4527,hair,1
4528,paris,1
4529,securely,1
4530,studies,1
4531,wealthiest,1
4532,euphemistic,1
4533,carried,1
4534,horde,1
4535,idle,1
4536,match,1
4537,analogists,1
4538,played,1
4539,lyons,1
4540,really,1
4541,theseus,1
4542,carries,1
4543,response,1
4544,independently,1
4545,rival,1
